Team,Record,BRRtg,TeamID,Season
charlotte,12-17,-0.46,1150,2017
air force,10-21,-0.46,1102,2017
iupui,12-18,-0.46,1237,2017
south alabama,12-18,-0.47,1375,2017
lamar,15-14,-0.48,1249,2017
northern illinois,12-17,-0.48,1296,2017
south carolina upstate,13-15,-0.48,1367,2017
high point,12-16,-0.49,1219,2017
long beach state,13-19,-0.5,1253,2017
radford,12-18,-0.51,1347,2017
cal state fullerton,15-14,-0.52,1168,2017
pacific,10-22,-0.52,1334,2017
uic,13-18,-0.53,1227,2017
wagner,15-14,-0.55,1447,2017
delaware,11-20,-0.55,1174,2017
duquesne,10-22,-0.55,1182,2017
campbell,14-17,-0.56,1144,2017
montana state,14-16,-0.57,1286,2017
eastern illinois,12-15,-0.58,1183,2017
north florida,11-19,-0.61,1316,2017
hawaii,13-16,-0.62,1218,2017
portland,9-22,-0.64,1339,2017
southeast missouri state,13-18,-0.65,1369,2017
southeastern louisiana,14-16,-0.65,1368,2017
youngstown state,11-21,-0.67,1464,2017
robert morris,14-19,-0.67,1352,2017
columbia,10-16,-0.68,1162,2017
pepperdine,8-22,-0.68,1337,2017
alcorn state,15-14,-0.69,1108,2017
saint francis (pa),15-16,-0.69,1384,2017
eastern kentucky,10-19,-0.71,1184,2017
utsa,12-19,-0.72,1427,2017
army,12-19,-0.74,1119,2017
portland state,12-16,-0.75,1340,2017
nicholls state,10-17,-0.75,1311,2017
norfolk state,15-16,-0.76,1313,2017
brown,11-17,-0.76,1135,2017
seattle,10-17,-0.77,1370,2017
jacksonville,13-15,-0.78,1239,2017
james madison,9-23,-0.78,1241,2017
miami (oh),9-21,-0.79,1275,2017
milwaukee,10-24,-0.8,1454,2017
kennesaw state,12-18,-0.8,1244,2017
austin peay,9-19,-0.8,1122,2017
manhattan,10-22,-0.81,1264,2017
quinnipiac,10-21,-0.83,1346,2017
citadel,9-21,-0.83,1154,2017
tennessee tech,10-20,-0.84,1399,2017
abilene christian,9-16,-0.85,1101,2017
cleveland state,8-22,-0.86,1156,2017
cal state northridge,10-18,-0.86,1169,2017
sacramento state,11-18,-0.87,1170,2017
northwestern state,9-16,-0.89,1322,2017
incarnate word,8-17,-0.89,1230,2017
niagara,10-23,-0.89,1310,2017
oral roberts,6-22,-0.89,1331,2017
appalachian state,7-21,-0.9,1111,2017
sacred heart,13-19,-0.91,1357,2017
south florida,7-23,-0.92,1378,2017
charleston southern,9-19,-0.94,1149,2017
hampton,12-16,-0.95,1214,2017
cal poly,9-20,-0.96,1142,2017
florida atlantic,8-20,-0.96,1194,2017
fairleigh dickinson,10-19,-0.97,1192,2017
bryant,11-20,-0.98,1136,2017
western carolina,7-23,-0.98,1441,2017
njit,9-20,-0.99,1312,2017
tulane,6-25,-0.99,1408,2017
drake,6-23,-0.99,1179,2017
umass-lowell,10-20,-0.99,1262,2017
drexel,8-23,-1,1180,2017
detroit,7-23,-1,1178,2017
cornell,7-20,-1.02,1165,2017
marist,8-24,-1.03,1265,2017
northern colorado,9-18,-1.04,1294,2017
savannah state,11-16,-1.04,1366,2017
colgate,9-22,-1.04,1159,2017
morgan state,13-16,-1.05,1288,2017
louisiana-monroe,7-24,-1.06,1419,2017
oregon state,4-27,-1.07,1333,2017
binghamton,9-20,-1.08,1127,2017
dartmouth,7-20,-1.1,1171,2017
southern,13-17,-1.12,1380,2017
central arkansas,8-24,-1.13,1146,2017
lafayette,8-21,-1.15,1248,2017
maryland-eastern shore,12-20,-1.15,1271,2017
grambling,13-17,-1.15,1212,2017
american,8-22,-1.15,1110,2017
western illinois,6-20,-1.15,1442,2017
jackson state,12-17,-1.16,1238,2017
texas-rio grande valley,7-22,-1.18,1410,2017
hartford,9-23,-1.18,1216,2017
prairie view,11-20,-1.2,1341,2017
stetson,8-21,-1.22,1391,2017
southern miss,7-22,-1.26,1379,2017
uc-riverside,6-21,-1.29,1415,2017
south carolina state,9-20,-1.29,1354,2017
northern arizona,8-23,-1.31,1319,2017
ucsb,5-22,-1.31,1364,2017
mcneese state,5-21,-1.33,1270,2017
north texas,6-22,-1.36,1317,2017
southern illinois-edwardsville,5-23,-1.38,1188,2017
virginia military institute,4-24,-1.41,1440,2017
maine,6-25,-1.44,1263,2017
florida international,5-24,-1.49,1198,2017
delaware state,8-22,-1.61,1175,2017
chicago state,3-26,-1.62,1152,2017
central connecticut,6-23,-1.65,1148,2017
howard,8-24,-1.67,1224,2017
coppin state,7-23,-1.68,1164,2017
bethune-cookman,8-22,-1.7,1126,2017
longwood,4-24,-1.7,1255,2017
mississippi valley state,7-25,-1.7,1290,2017
idaho state,4-25,-1.73,1226,2017
alabama state,7-23,-1.75,1106,2017
presbyterian,3-25,-1.8,1342,2017
southern utah,4-27,-1.82,1381,2017
arkansas-pine bluff,6-24,-1.88,1115,2017
st. francis (ny),3-27,-2.12,1383,2017
florida a&m,5-23,-2.13,1197,2017
alabama a&m,2-27,-2.57,1105,2017
north carolina a&t,1-29,-2.7,1299,2017
villanova,36-4,2.59,1437,2018
virginia,31-3,2.51,1438,2018
kansas,31-8,2.18,1242,2018
xavier,29-6,2.12,1462,2018
cincinnati,31-5,2.09,1153,2018
michigan state,30-5,2.07,1277,2018
michigan,32-8,2.03,1276,2018
purdue,30-7,1.99,1345,2018
duke,29-8,1.95,1181,2018
gonzaga,32-5,1.92,1211,2018
tennessee,26-9,1.83,1397,2018
unc,26-11,1.8,1314,2018
texas tech,27-10,1.77,1403,2018
west virginia,26-11,1.73,1452,2018
auburn,26-8,1.72,1120,2018
clemson,25-10,1.7,1155,2018
kentucky,26-11,1.7,1246,2018
ohio state,25-9,1.67,1326,2018
arizona,27-8,1.67,1112,2018
loyola (il),31-6,1.64,1260,2018
wichita state,25-8,1.6,1455,2018
nevada,29-8,1.58,1305,2018
houston,27-8,1.55,1222,2018
kansas state,25-12,1.51,1243,2018
saint mary's (ca),30-6,1.47,1388,2018
rhode island,26-8,1.47,1348,2018
texas a&m,22-13,1.46,1401,2018
arkansas,23-12,1.44,1116,2018
texas christian,21-12,1.4,1395,2018
florida,21-13,1.38,1196,2018
seton hall,22-12,1.38,1371,2018
florida state,23-12,1.38,1199,2018
miami (fl),22-10,1.37,1274,2018
st. bonaventure,26-8,1.31,1382,2018
syracuse,23-14,1.3,1393,2018
butler,21-14,1.3,1139,2018
mississippi state,24-12,1.29,1280,2018
creighton,20-12,1.27,1166,2018
louisville,22-14,1.26,1257,2018
providence,21-14,1.26,1344,2018
penn state,26-13,1.25,1336,2018
utah,23-12,1.23,1428,2018
middle tennessee,24-8,1.22,1292,2018
new mexico state,25-6,1.22,1308,2018
usc,24-12,1.21,1425,2018
virginia tech,21-12,1.21,1439,2018
marquette,21-14,1.2,1266,2018
texas,19-15,1.2,1400,2018
alabama,20-16,1.2,1104,2018
nebraska,22-11,1.2,1304,2018
ucla,21-12,1.19,1417,2018
oklahoma state,21-15,1.19,1329,2018
north carolina state,21-12,1.19,1301,2018
oklahoma,18-14,1.18,1328,2018
missouri,19-13,1.17,1281,2018
buffalo,26-9,1.16,1138,2018
arizona state,20-12,1.13,1113,2018
south dakota state,24-7,1.12,1355,2018
murray state,24-6,1.12,1293,2018
western kentucky,26-11,1.12,1443,2018
baylor,18-15,1.07,1124,2018
washington,21-13,1.06,1449,2018
old dominion,25-7,1.05,1330,2018
boise state,22-9,1.05,1129,2018
oregon,23-13,1.04,1332,2018
georgia,18-15,0.99,1208,2018
lsu,18-15,0.98,1261,2018
notre dame,20-15,0.96,1323,2018
maryland,18-13,0.96,1268,2018
san diego state,21-11,0.94,1361,2018
vermont,26-8,0.88,1436,2018
byu,24-11,0.88,1140,2018
montana,24-8,0.86,1285,2018
louisiana-lafayette,25-7,0.84,1418,2018
south carolina,16-16,0.84,1376,2018
ucf,19-13,0.83,1416,2018
stanford,19-16,0.83,1390,2018
davidson,21-12,0.83,1172,2018
college of charleston,24-8,0.82,1158,2018
belmont,24-9,0.81,1125,2018
boston college,19-16,0.81,1130,2018
temple,17-16,0.8,1396,2018
north carolina-greensboro,24-8,0.79,1422,2018
st. john's (ny),15-17,0.79,1385,2018
marshall,24-11,0.79,1267,2018
colorado,17-15,0.77,1160,2018
tulsa,19-12,0.77,1409,2018
northeastern,22-10,0.75,1318,2018
memphis,21-13,0.72,1272,2018
fresno state,19-11,0.68,1201,2018
toledo,22-11,0.67,1405,2018
etsu,23-9,0.67,1190,2018
stephen f. austin,24-7,0.65,1372,2018
south dakota,22-9,0.64,1377,2018
wyoming,19-13,0.63,1461,2018
indiana,16-15,0.61,1231,2018
wisconsin,15-18,0.58,1458,2018
unlv,20-13,0.58,1424,2018
furman,21-10,0.57,1202,2018
bucknell,25-10,0.56,1137,2018
iowa state,13-18,0.56,1235,2018
penn,23-9,0.54,1335,2018
smu,17-16,0.54,1374,2018
illinois state,17-15,0.53,1229,2018
southern illinois,19-13,0.52,1356,2018
rider,22-10,0.51,1351,2018
bradley,19-13,0.51,1133,2018
georgetown,15-15,0.51,1207,2018
vanderbilt,12-20,0.51,1435,2018
utah valley,20-11,0.5,1430,2018
ucsb,21-9,0.5,1364,2018
oregon state,16-16,0.5,1333,2018
wright state,23-10,0.49,1460,2018
uc-davis,20-11,0.49,1413,2018
northern colorado,23-12,0.48,1294,2018
new mexico,18-15,0.45,1307,2018
umbc,22-11,0.43,1420,2018
vcu,18-15,0.42,1433,2018
idaho,20-9,0.42,1225,2018
ole miss,12-20,0.41,1279,2018
minnesota,15-17,0.4,1278,2018
lipscomb,20-10,0.4,1252,2018
northwestern,14-17,0.39,1321,2018
william & mary,17-12,0.39,1456,2018
northern kentucky,20-10,0.38,1297,2018
uconn,14-18,0.36,1163,2018
northern iowa,14-16,0.33,1320,2018
georgia state,22-11,0.33,1209,2018
san francisco,21-17,0.33,1362,2018
cal state fullerton,18-12,0.32,1168,2018
san diego,19-14,0.32,1360,2018
ball state,18-13,0.3,1123,2018
alabama-birmingham,18-13,0.3,1412,2018
hofstra,18-12,0.3,1220,2018
missouri state,17-15,0.29,1283,2018
georgia tech,13-19,0.29,1210,2018
iowa,14-19,0.27,1234,2018
saint louis,16-16,0.26,1387,2018
eastern michigan,18-13,0.26,1185,2018
wofford,18-13,0.25,1459,2018
illinois,13-18,0.23,1228,2018
grand canyon,21-12,0.23,1213,2018
texas-arlington,20-13,0.23,1426,2018
jacksonville state,22-13,0.22,1240,2018
evansville,15-15,0.21,1191,2018
st. joseph's,16-16,0.21,1386,2018
albany (ny),21-10,0.2,1107,2018
weber state,17-11,0.18,1451,2018
rutgers,14-19,0.18,1353,2018
radford,21-13,0.18,1347,2018
utah state,16-17,0.17,1429,2018
dayton,14-17,0.17,1173,2018
wagner,21-10,0.17,1447,2018
north carolina-asheville,19-13,0.15,1421,2018
iona,20-14,0.15,1233,2018
canisius,21-12,0.14,1145,2018
florida gulf coast,20-12,0.14,1195,2018
eastern washington,18-15,0.14,1186,2018
wake forest,11-20,0.13,1448,2018
drake,16-17,0.13,1179,2018
washington state,12-19,0.12,1450,2018
tulane,14-17,0.12,1408,2018
depaul,11-20,0.11,1177,2018
central michigan,18-15,0.1,1141,2018
georgia southern,19-12,0.1,1204,2018
uc-irvine,16-17,0.08,1414,2018
portland state,17-14,0.06,1340,2018
nicholls state,17-11,0.05,1311,2018
kent state,16-17,0.05,1245,2018
western michigan,15-15,0.04,1444,2018
towson,16-14,0.03,1406,2018
harvard,17-14,0.03,1217,2018
george washington,15-18,0.02,1203,2018
seattle,17-14,0.02,1370,2018
austin peay,17-15,0.02,1122,2018
tennessee tech,17-14,0.01,1399,2018
southeastern louisiana,19-12,0,1368,2018
mercer,17-15,0,1273,2018
george mason,16-17,-0.01,1206,2018
utsa,17-15,-0.02,1427,2018
hawaii,15-13,-0.02,1218,2018
niagara,19-14,-0.02,1310,2018
oakland,19-14,-0.04,1324,2018
valparaiso,13-17,-0.04,1434,2018
indiana state,11-18,-0.05,1232,2018
winthrop,16-12,-0.06,1457,2018
north texas,18-18,-0.06,1317,2018
louisiana tech,15-16,-0.06,1256,2018
richmond,12-20,-0.11,1350,2018
miami (oh),14-18,-0.12,1275,2018
la salle,13-19,-0.12,1247,2018
ohio,13-17,-0.15,1325,2018
pacific,13-18,-0.16,1334,2018
long beach state,13-18,-0.17,1253,2018
duquesne,16-16,-0.18,1182,2018
liberty,19-15,-0.18,1251,2018
navy,19-12,-0.19,1298,2018
sam houston state,17-15,-0.19,1358,2018
bowling green state,14-16,-0.19,1132,2018
hartford,18-14,-0.2,1216,2018
uic,18-16,-0.21,1227,2018
fairfield,17-16,-0.22,1193,2018
umass,13-20,-0.24,1269,2018
colgate,18-14,-0.27,1159,2018
tennessee state,13-15,-0.28,1398,2018
yale,15-15,-0.28,1463,2018
akron,13-18,-0.28,1103,2018
ipfw,14-15,-0.29,1236,2018
saint francis (pa),16-13,-0.3,1384,2018
southern miss,12-18,-0.3,1379,2018
denver,13-15,-0.31,1176,2018
milwaukee,15-16,-0.32,1454,2018
troy,14-17,-0.34,1407,2018
university of california,8-23,-0.35,1143,2018
pitt,8-24,-0.36,1338,2018
elon,12-18,-0.37,1189,2018
north dakota state,12-17,-0.39,1295,2018
colorado state,10-21,-0.39,1161,2018
central arkansas,17-17,-0.41,1146,2018
northern illinois,11-19,-0.41,1296,2018
lehigh,15-14,-0.43,1250,2018
lamar,15-14,-0.44,1249,2018
princeton,12-16,-0.46,1343,2018
drexel,12-20,-0.46,1180,2018
robert morris,16-17,-0.47,1352,2018
manhattan,14-17,-0.47,1264,2018
delaware,12-19,-0.48,1174,2018
louisiana-monroe,13-16,-0.48,1419,2018
mount st. mary's,16-14,-0.49,1291,2018
campbell,15-16,-0.5,1144,2018
air force,10-19,-0.5,1102,2018
texas-rio grande valley,13-18,-0.51,1410,2018
monmouth,11-20,-0.54,1284,2018
western carolina,11-19,-0.55,1441,2018
liu-brooklyn,17-17,-0.56,1254,2018
appalachian state,13-18,-0.56,1111,2018
southern utah,11-19,-0.57,1381,2018
east carolina,10-20,-0.57,1187,2018
idaho state,12-16,-0.57,1226,2018
stony brook,12-19,-0.58,1392,2018
cal state bakersfield,9-18,-0.58,1167,2018
boston university,14-16,-0.59,1131,2018
north dakota,10-20,-0.6,1315,2018
st. peter's,14-18,-0.6,1389,2018
southeast missouri state,12-17,-0.62,1369,2018
loyola marymount,10-20,-0.63,1258,2018
north florida,11-19,-0.64,1316,2018
texas state,13-18,-0.64,1402,2018
cornell,11-16,-0.64,1165,2018
coastal carolina,11-18,-0.65,1157,2018
charleston southern,12-16,-0.65,1149,2018
santa clara,10-19,-0.65,1365,2018
north carolina a&t,18-15,-0.66,1299,2018
njit,12-16,-0.66,1312,2018
north carolina-wilmington,9-21,-0.66,1423,2018
savannah state,13-17,-0.66,1366,2018
south alabama,12-18,-0.67,1375,2018
gardner-webb,11-18,-0.67,1205,2018
florida international,11-18,-0.68,1198,2018
south florida,10-22,-0.68,1378,2018
new orleans,13-17,-0.69,1309,2018
hampton,16-16,-0.69,1214,2018
high point,11-16,-0.69,1219,2018
fordham,9-22,-0.7,1200,2018
utep,10-20,-0.7,1431,2018
grambling,16-14,-0.71,1212,2018
texas southern,16-20,-0.71,1411,2018
oral roberts,8-20,-0.73,1331,2018
abilene christian,12-16,-0.74,1101,2018
montana state,11-19,-0.75,1286,2018
eastern illinois,10-19,-0.75,1183,2018
florida atlantic,9-19,-0.78,1194,2018
central connecticut,14-18,-0.79,1148,2018
james madison,9-22,-0.79,1241,2018
western illinois,8-16,-0.8,1442,2018
bethune-cookman,16-14,-0.8,1126,2018
prairie view,15-18,-0.81,1341,2018
fairleigh dickinson,11-18,-0.85,1192,2018
brown,10-16,-0.87,1135,2018
jacksonville,11-18,-0.88,1239,2018
quinnipiac,12-21,-0.88,1346,2018
holy cross,12-19,-0.88,1221,2018
army,12-17,-0.9,1119,2018
umass-lowell,11-18,-0.9,1262,2018
north carolina central,16-16,-0.91,1300,2018
cleveland state,11-23,-0.92,1156,2018
umkc,8-21,-0.92,1282,2018
eastern kentucky,9-20,-0.92,1184,2018
portland,7-22,-0.92,1339,2018
norfolk state,13-17,-0.92,1313,2018
iupui,9-19,-0.93,1237,2018
st. francis (ny),11-18,-0.94,1383,2018
green bay,10-20,-0.94,1453,2018
citadel,8-21,-0.95,1154,2018
nebraska-omaha,7-22,-0.95,1303,2018
southern illinois-edwardsville,9-21,-0.97,1188,2018
cal poly,7-22,-1.02,1142,2018
uc-riverside,7-22,-1.03,1415,2018
arkansas state,9-21,-1.04,1117,2018
kennesaw state,8-20,-1.08,1244,2018
chattanooga,8-23,-1.08,1151,2018
morehead state,6-21,-1.08,1287,2018
samford,8-22,-1.08,1359,2018
siena,8-24,-1.11,1373,2018
mcneese state,8-17,-1.14,1270,2018
ut-martin,8-21,-1.14,1404,2018
southern,13-18,-1.14,1380,2018
columbia,7-19,-1.17,1162,2018
arkansas-pine bluff,14-21,-1.19,1115,2018
presbyterian,8-21,-1.19,1342,2018
new hampshire,8-21,-1.21,1306,2018
virginia military institute,7-21,-1.21,1440,2018
binghamton,9-20,-1.23,1127,2018
lafayette,9-21,-1.23,1248,2018
texas a&m-corpus christi,8-18,-1.24,1394,2018
arkansas-little rock,6-24,-1.25,1114,2018
stetson,8-20,-1.26,1391,2018
sacramento state,5-25,-1.28,1170,2018
pepperdine,5-26,-1.29,1337,2018
loyola (md),8-22,-1.29,1259,2018
sacred heart,9-21,-1.3,1357,2018
charlotte,5-23,-1.32,1150,2018
detroit,6-24,-1.35,1178,2018
youngstown state,6-24,-1.35,1464,2018
morgan state,11-19,-1.39,1288,2018
rice,5-24,-1.41,1349,2018
san jose state,3-26,-1.42,1363,2018
marist,6-25,-1.43,1265,2018
dartmouth,6-20,-1.44,1171,2018
jackson state,10-20,-1.46,1238,2018
south carolina state,8-22,-1.53,1354,2018
northern arizona,4-26,-1.54,1319,2018
cal state northridge,4-24,-1.64,1169,2018
american,6-24,-1.67,1110,2018
howard,8-23,-1.67,1224,2018
alabama state,8-23,-1.67,1106,2018
florida a&m,8-25,-1.68,1197,2018
longwood,4-26,-1.69,1255,2018
alcorn state,7-21,-1.72,1108,2018
maine,4-26,-1.83,1263,2018
south carolina upstate,3-25,-1.88,1367,2018
maryland-eastern shore,5-25,-1.97,1271,2018
coppin state,5-27,-2,1164,2018
incarnate word,3-21,-2,1230,2018
bryant,3-28,-2.02,1136,2018
houston baptist,3-25,-2.06,1223,2018
chicago state,1-29,-2.1,1152,2018
northwestern state,2-23,-2.11,1322,2018
mississippi valley state,4-28,-2.22,1290,2018
alabama a&m,3-28,-2.39,1105,2018
delaware state,2-28,-2.55,1175,2018
virginia,28-2,2.73,1438,2019
houston,29-2,2.46,1222,2019
gonzaga,29-2,2.43,1211,2019
duke,26-5,2.38,1181,2019
unc,26-5,2.31,1314,2019
tennessee,26-4,2.28,1397,2019
kentucky,26-5,2.26,1246,2019
michigan,26-5,2.1,1276,2019
lsu,26-5,2.1,1261,2019
texas tech,26-5,2.09,1403,2019
michigan state,25-6,1.96,1277,2019
kansas,23-8,1.95,1242,2019
florida state,25-6,1.88,1199,2019
buffalo,27-3,1.85,1138,2019
nevada,28-3,1.8,1305,2019
kansas state,24-7,1.79,1243,2019
wofford,25-4,1.78,1459,2019
purdue,23-8,1.73,1345,2019
cincinnati,25-6,1.73,1153,2019
virginia tech,23-7,1.71,1439,2019
wisconsin,22-9,1.61,1458,2019
mississippi state,22-9,1.6,1280,2019
marquette,23-8,1.6,1266,2019
maryland,22-9,1.59,1268,2019
auburn,21-9,1.58,1120,2019
north carolina-greensboro,26-5,1.55,1422,2019
ucf,23-7,1.54,1416,2019
villanova,22-9,1.51,1437,2019
vcu,25-6,1.51,1433,2019
washington,24-7,1.46,1449,2019
temple,23-8,1.45,1396,2019
new mexico state,25-4,1.37,1308,2019
utah state,24-6,1.37,1429,2019
louisville,19-12,1.36,1257,2019
murray state,25-4,1.33,1293,2019
oklahoma,19-12,1.32,1328,2019
iowa state,20-11,1.29,1235,2019
iowa,21-10,1.29,1234,2019
toledo,24-6,1.26,1405,2019
belmont,25-5,1.23,1125,2019
ole miss,20-11,1.18,1279,2019
uc-irvine,26-5,1.17,1414,2019
syracuse,19-12,1.17,1393,2019
texas christian,19-12,1.17,1395,2019
minnesota,19-12,1.16,1278,2019
north carolina state,21-10,1.13,1301,2019
arizona state,21-9,1.12,1113,2019
furman,22-7,1.11,1202,2019
st. john's (ny),20-11,1.1,1385,2019
baylor,19-12,1.1,1124,2019
clemson,19-12,1.09,1155,2019
seton hall,18-12,1.08,1371,2019
ohio state,18-13,1.01,1326,2019
texas,16-15,1.01,1400,2019
creighton,17-13,1,1166,2019
davidson,22-8,1,1172,2019
memphis,19-12,0.99,1272,2019
florida,17-14,0.99,1196,2019
vermont,24-6,0.98,1436,2019
hofstra,25-6,0.98,1220,2019
indiana,17-14,0.98,1231,2019
lipscomb,23-7,0.97,1252,2019
alabama,17-14,0.96,1104,2019
liberty,25-6,0.95,1251,2019
georgetown,19-12,0.95,1207,2019
dayton,21-10,0.94,1173,2019
saint mary's (ca),20-11,0.93,1388,2019
arkansas,17-14,0.87,1116,2019
etsu,22-9,0.86,1190,2019
old dominion,23-8,0.86,1330,2019
xavier,17-14,0.86,1462,2019
fresno state,21-8,0.84,1201,2019
yale,19-7,0.84,1463,2019
kent state,20-9,0.81,1245,2019
nebraska,15-15,0.81,1304,2019
oregon,19-12,0.81,1332,2019
utah valley,21-8,0.8,1430,2019
college of charleston,23-8,0.8,1158,2019
providence,17-14,0.78,1344,2019
butler,16-15,0.78,1139,2019
wichita state,17-13,0.78,1455,2019
tulsa,18-13,0.78,1409,2019
georgia state,21-9,0.76,1209,2019
drake,22-9,0.75,1179,2019
south carolina,15-15,0.74,1376,2019
san francisco,20-10,0.73,1362,2019
byu,19-13,0.71,1140,2019
colorado,19-11,0.71,1160,2019
northeastern,21-10,0.7,1318,2019
penn state,14-17,0.7,1336,2019
oregon state,18-12,0.69,1333,2019
